,date,body,ngram
93,2017-08-31,"또한 동 위원은 이번 주택시장 안정화 대책으로 개별주택담보대출은 증가세  가 둔화되겠지만 집단대출은 기승인된 대출, 신규주택 수요 등으로 당분간 꾸준  히 취급될 것으로 보이는데, 일각에서는 동 조치로 인해 LTV·DTI 규제가 적용되  지 않는 신용대출, 전세자금대출, 개인사업자대출 등으로 대출수요가 이전되고 있  다는 지적도 있다고 언급하고, 이에 대한 관련부서의 견해를 물었으며,  이에 대해 관련부서에서는 LTV·DTI 강화조치가 시행된 지 얼마 되지 않았기  때문에 주택자금관련 대출수요가 신용대출 등으로 이전되고 있는지는 좀 더 지켜  보고 판단해야 할 것으로 보인다고 답변하였음",주택담보대출/NNG;증가/NNG;둔화/NNG
94,2017-08-31,이에 동 위원은 특히 개인사업자대출은 상대적으로 변동금리부 대출비중이  높고 차주의 상환능력이 취약하며 부동산경기에도 민감한 것으로 평가되고 있다  고 언급하였음,상환능력/NNG;취약/NNG
95,2017-08-31,"개인사업자대출이 은행, 비은행 모두 부동산임대업 위주로 늘어나  고 있는데, 이번 조치로 동 대출의 증가세가 확대될 가능성은 없는지, 향후 업황  부진에 따른 은행의 리스크 관리 강화로 부동산임대업의 대출수요가 비은행으로  이전되면서 이들 기관의 대출 건전성이 악화될 우려는 없는지 관련부서의 견해를  물었음","은행/NNG;위험관리/NNG;강화/NNG,대출/NNG;건전성/NNG;악화/NNG,대출/NNG;증가/NNG;확대/NNG,업황/NNG;부진/NNG,우려/NNG;없/VA"
96,2017-08-31,"이에 대해 관련부서에서는 은행의 높은 대출취급 유인, 상대적으로 양호한 부  동산임대업 수익률, LTV·DTI 강화조치에 따른 영향 등을 감안하면 개인사업자대  출이 좀 더 늘어날 가능성도 있을 것으로 생각된다고 답변하고, 만일 부동산임대  업의 업황이 크게 악화된다면 비은행의 대출 건전성이 저하될 가능성도 배제할  수는 없을 것으로 보인다고 덧붙였음",대출/NNG;건전성/NNG;저하/NNG
97,2017-08-31,"이에 동 위원은 가계대출에 대한 건전성 규제의 변화로 개인사업자대출, 비주  택담보대출 등이 늘어나면서 금융시스템의 새로운 리스크 요인으로 작용할 가능  성은 없을지 면밀히 모니터링할 필요가 있다고 당부하였음","담보대출/NNG;늘/VV,새롭/VA;위험/NNG"
99,2017-08-31,"이어서 동 위원은 가계대출과 관련하여 최근 신용대출의 수요가 늘어나고 있    - 11 -  음에도 불구하고 동 대출의 금리가 하락한 이유는 무엇인지 관련부서에 물었으  며,  이에 대해 관련부서에서는 최근 신용대출 금리가 하락한 것은 일부 은행의  영업확대 노력 등 일시적 요인에 주로 기인한 것이라고 답변하였음","신용/NNG;대출/NNG;금리/NNG;하락/NNG,은행/NNG;영업/NNG;확대/NNG,대출/NNG;수요/NNG;늘/VV"
101,2017-08-31,또 다른 일부 위원은 주택시장 안정화 방안이 발표되긴 하였지만 그 효과가  대출 증가세의 둔화로 가시화되기까지는 다소간의 시일이 소요될 가능성이 있다  는 관련부서의 견해에 대해 좀 더 자세한 설명을 요청하였음,대출/NNG;증가/NNG;둔화/NNG
103,2017-08-31,"이어서 동 위원은 최근 IRS금리에 내재된 기준금리 인상 기대가 상당 폭 높  아진 것은 주로 우리경제의 펀더멘털(fundamental) 변화보다는 외부의 통화정책관  련 발언에 기인한 것으로 보인다고 언급하고, 금융시장에서 통화정책은 객관적인  경제지표에 기반하여 결정될 것이라는 기대가 확고하게 형성되어야 이러한 불필  요한 혼선도 줄어들 것으로 생각된다는 견해를 피력하였음",금리/NNG;인상/NNG
104,2017-08-31,"한편 일부 위원은 그간의 지정학적 리스크에 대한 우려가 외국인 증권투자자  금의 유출 등으로 일부 현실화되고 있는 것으로 보인다고 언급하고, 비록 우리나  라의 대외차입여건 등이 대체로 양호한 것으로 평가되고 있지만 앞으로도 이러한  긴장 상태가 계속될 경우에는 어떠할지 우려된다는 의견을 나타내었음",지정학/NNG;위험/NNG;우려/NNG
105,2017-08-31,"이에 대해 관련부서에서는 최근 북한의 미사일 기술 발전, 북미 간 대립관계  부각 등으로 북한과의 긴장 상태가 국내금융시장에서 국제금융시장의 리스크 요  인으로 발전하고 있다고 언급하고, 그럼에도 불구하고 우리나라의 대외차입여건  등이 대체로 양호한 모습을 나타내고 있는 것은 국내 외화유동성이 풍부하다는  데에 있으며 주요 신용평가사들도 이를 긍정적으로 평가하고 있다고 설명하였음",국제/NNG;금융시장/NNG;위험/NNG
107,2017-08-31,"이어서 동 위원은 최근 우리나라의 대아세안 수출이 늘어나고 있다고 언급하  고, 앞으로 미국의 금리인상으로 아세안 국가들의 금융·경제 여건이 불안해질 경  우에는 그 영향이 무역경로 등을 통해 우리나라로도 전염될 수 있음에 유의할 필  요가 있다는 견해를 제시하였음","금리/NNG;인상/NNG,수출/NNG;늘/VV"
108,2017-08-31,"또한 동 위원은 이번 주택시장 안정화 대책으로 개별주택담보대출은 증가세  가 둔화되겠지만 집단대출은 제한적인 영향을 받을 것으로 보인다고 언급하고,  향후 가계부채 종합대책이 발표될 예정인 만큼 가계대출의 추이를 지속적으로 모  니터링하는 한편 비은행대출과 비주택담보대출이 늘어나면서 가계부채의 질적 구  조가 악화될 가능성은 없을지 면밀히 점검할 필요가 있다고 당부하였음","주택담보대출/NNG;증가/NNG;둔화/NNG,주택담보대출/NNG;늘/VV,대출/NNG;제한적/VAX"
109,2017-08-31,"이에 대해 관련부서에서는 정부는 금융기관의 리스크 관리 강화, 가계부채의  구조적 누증요인 해소, 취약계층에 대한 금융지원 등을 통해 중장기적인 시계에  서 가계부채 문제의 연착륙을 도모해 나갈 방침인 것으로 알고 있다고 답변하였  음",가계/NNG;부채/NNG;문제/NNG;연착륙/NNG
110,2017-08-31,아울러 동 위원은 향후 금융여건의 변화에 따라 은행과 차주의 금리조건별  대출의 선호행태가 각각 어떻게 달라질 것인지에 대해서도 정책당국과 다양한 의  견을 나눌 필요가 있다는 견해를 제시하였음,대출/NNG;선호/NNG
112,2017-08-31,"또한 동 위원은 통화정책 운영에 참고할 수 있도록 저금리 기조의 지속,  LTV·DTI 규제의 완화, 부동산경기의 확장 등 2014년 하반기 이후의 가계부채 누  증원인을 비교·평가하고 이들 원인이 부동산시장, 건설업종, 국내경기 등에는 어  떠한 영향을 미쳤는지 종합적으로 연구해 볼 필요가 있다는 견해를 밝혔음",경기/NNG;확장/NNG
113,2017-08-31,다른 일부 위원은 지난 몇 년간 가계부채 누증을 야기한 부동산시장의 과열  은 수도권 지역의 신규분양 및 소형아파트 시장을 중심으로 발생한 것으로서 부  동산시장의 전반적인 현상은 아닌 것으로 보인다는 의견을 제시하였음,부동산/NNG;과열/NNG
114,2017-08-31,"이러한    - 13 -  점을 고려할 때 하반기 신규분양 및 소형아파트 시장이 분양권 전매제한, 중도금  대출 보증요건 강화 등 주택시장 안정화 대책에 어떻게 반응할 것인지 면밀히 지  켜볼 필요가 있으며, 가계부채 안정을 위한 1차적인 대응방안으로서 기준금리 등  거시정책수단을 활용하는 것은 바람직해 보이지 않는다는 견해를 피력하였음",가계/NNG;부채/NNG;안정/NNG
115,2017-08-31,"이에 대해 관련부서에서는 아직은 가계부채 문제가 금융시스템 전반의 리스  크로 이어질 가능성을 우려할 상황은 아닌 것으로 판단되지만, 경제규모에 비추  어 가계부채의 총량수준이 높고 그 증가속도도 소득증가율을 상회하고 있어 소비  를 제약하는 요인으로 작용하는 측면도 있다고 답변하였음","소득/NNG;증가율/NNG;상회/NNG,금융시스템/NNG;위험/NNG,소비/NNG;제약/NNG,높/VA;증가/NNG"
116,2017-08-31,"또 다른 일부 위원은 앞서 관련부서에서는 우리나라의 대외차입여건 등이 대  체로 양호한 모습을 보이는 것은 풍부한 외화유동성이 이를 뒷받침하고 있기 때  문이라고 설명하였는데, 그렇지만 금년 들어 총외채가 증가세로 돌아서고 단기외  채비중도 다소 높아지는 등 일부 지표는 상반된 움직임을 나타내고 있다고 지적  하면서, 그 이유가 무엇인지 물었으며,  이에 대해 관련부서에서는 금년 들어 총외채 중에서 주로 외국인의 국내 채  권투자 잔액이 늘어났다고 언급하고, 이는 외국인의 외화자금 공급이 수반된 원  화표시부채로서 과거 거주자의 외화자금 수요에서 비롯된 외화표시부채와는 질적  으로 차이가 있는 데다 이렇게 공급된 외화자금이 국내은행 등의 대외자산 운용  에 활용되어 외화유동성이나 순대외채권의 증가로 연결되고 있다는 점에서 그간  우리경제의 불안요인으로 지적되어 왔던 외채와는 구별되어야 할 것으로 보인다  고 답변한 후, 단기외채비중도 소폭 상승하긴 하였지만 OECD국가 평균이나 금융  위기 당시에 비해 상당히 낮은 수준에 있다고 덧붙였음","순대외채권/NNG;증가/NNG,외채/NNG;증가/NNG"
117,2017-08-31,이에 동 위원은 최근 북한관련 지정학적 리스크가 높아지면서 국내외 경제주  체들이 일부 지표의 움직임에도 민감하게 반응할 수 있는 만큼 이러한 내용을 외  부에 널리 알릴 필요가 있다고 당부하였음,지정학/NNG;위험/NNG;높/VA
122,2017-07-13,"이어서 동 위원은 향후 미 연준이 보유자산 축소를 개시하고 정책금리를 추  가로 인상하게 된다면 중국의 금융 불안정성이 다시 부각될 우려는 없는지 관련  부서의 견해를 물었으며,  이에 대해 관련부서에서는 중국의 실물경제지표가 안정된 모습을 보이고 있  는 가운데 통화 증가율, 사회융자총액 증가율도 둔화되어 왔음을 감안해 보면 미  연준의 통화정책 정상화 과정에서 국제금융시장의 변동성이 확대되지 않는 이상  중국의 금융 불안정성이 크게 부각될 가능성은 당분간 크지 않을 것으로 보인다  고 답변하였음","국제/NNG;금융시장/NNG;변동성/NNG;확대/NNG,fed/NNG;보유자산/NNG;축소/NNG,경제/NNG;지표/NNG;안정/NNG,우려/NNG;없/VA"
123,2017-07-13,이에 동 위원은 그간 중국경제를 견인해 왔던 고정투자가 점차 약화되고 있  음을 고려하여 앞으로도 중국의 여건 변화 가능성을 지속적으로 모니터링할 필요  가 있다고 당부하였음,경제/NNG;견인/NNG
124,2017-07-13,"또한 동 위원은 가계신용 순환을 HP 필터링 등 통계적 기법을 활용하여 진단  하고 있지만, 향후 가계부채의 조정 가능성, 거시건전성 대책 및 통화정책적 대응  의 필요성 등을 좀 더 엄밀히 판단하기 위해서는 ECB 등 일부 중앙은행과 같이  가계부채의 증가요인을 인구구조의 변화 등 구조적 요인과 주택경기의 변동 등  순환적 요인으로 구분하여 구조적 요인에 따른 가계부채비율의 변화를 추정하고  이에 비추어 가계부채의 적정성을 평가해 볼 필요가 있다고 언급하면서, 이에 대  한 관련부서의 견해를 물었으며,  이에 대해 관련부서에서는 최근 몇 년간의 가계부채 누증은 주로 저금리 지  속, 부동산규제 완화 등 순환적 요인에 기인한 것으로 판단된다고 답변하고, 실물  자산으로서의 높은 주택 선호경향, 가계 중심의 임대주택 공급구조, 고령화에 따  른 중장년 차입계층 확대 등 구조적 요인도 그 배경이 되고 있는 것으로 분석된  다고 답변하였음","가계/NNG;부채/NNG;증가/NNG,주택/NNG;선호/NNG,자산/NNG;높/VA"
125,2017-07-13,"다른 일부 위원은 최근 국내 증권사 등이 RP시장을 활용하여 채권투자를 늘  리는 등 레버리지 투자를 확대하고 있는 데에 반해 외국인은 국내 채권을 오히려  순매도하고 있는 것으로 보인다고 언급하면서, 이러한 현상이 이들 투자자의 기  대 변화에 기인한 측면은 없는지 관련부서에 물었으며,    - 9 -  이에 대해 관련부서에서는 최근 국내 증권사 등의 레버리지 투자 확대는 위  험선호심리 강화 등에 기인한 것으로 보이지만, 외국인의 국내 채권 순매도는 일  시적인 현상이었던 것으로 분석된다고 답변하였음","위험/NNG;선호/NNG;강화/NNG,채권투자/NNG;늘/VV,투자/NNG;확대/NNG"
